1289395496,260.1208791
1289395497,256.5201178
1289395498,349.6023739
1289395499,412.2817183
1289395501,482.5732484
1289395502,534.9119683
1289395503,348.7982018
1289395504,385.0049068
1289395505,406.1598402
1289395506,461.4585415
1289395507,427.0595238
1289395508,367.1846307
1289395509,390.0777667
1289395510,310.6021934
1289395511,268.660396
1289395512,288.8591409
1289395513,339.2017982
1289395514,311.7589286
1289395515,289.8281979
1289395516,368.8235294
1289395517,348.7292707
1289395518,315.9933206
1289395519,267.8601399
1289395520,341.2792079
1289395521,367.609901
1289395522,438.0779221
1289395523,402.4474206
1289395524,362.8531469
1289395525,341.44666
1289395526,380.5888779
1289395527,380.5036697
1289395528,334.8251748
1289395529,280.8961039
1289395530,289.1150794
1289395531,292.8981748
1289395532,328.9106968
1289395533,259.98002
1289395534,321.5364635
1289395535,288.6837376
1289395536,309.5511811
1289395537,307.0782779
1289395538,275.629666
1289395539,259.6603397
1289395540,183.9187314
1289395541,295.1239276
1289395542,207.0267062
1289395543,148.4023669
1289395544,235.9074627
1289395545,416.6383616
1289395546,299.0529471
1289395547,299.8311688
1289395548,283.6428571
1289395549,259.0386139
1289395550,341.4121756
1289395551,214.1448413
1289395552,284.2597403
1289395553,236.0218038
1289395554,275.6593407
1289395555,294.8415842
1289395556,323.7148515
1289395557,333.7075564
1289395558,235.1168831
1289395559,279.6373626
1289395560,324.9514371
1289395561,333.1666667
1289395562,338.9250749
1289395563,227.9405352
1289395564,249.5182987
1289395566,278.4289319
1289395567,285.6263736
1289395568,252.0931615
1289395569,226.2739862
1289395570,262.6785371
1289395571,266.4935065
1289395572,233.2436975
1289395573,306.4103072
1289395574,243.7382617
1289395575,279.6749257
1289395576,329.3586414
1289395577,275.6937562
1289395578,271.8534653
1289395579,261.2118812
1289395580,263.8418803
1289395581,326.6253746
1289395582,216.7652348
1289395583,326.6253746
1289395584,297.9493545
1289395585,268.6443556
1289395586,332.1578422
1289395587,300.8671952
1289395588,406.7492507
1289395589,308.3766105
1289395590,309.3047619
1289395591,392.2237762
1289395592,252.032967
1289395593,264.5609514
1289395594,336.3875124
1289395595,336.2917083
1289395596,315.5674326
1289395597,370.2329039
1289395598,340.3476523
1289395599,316.1922696
1289395600,302.4215784
1289395601,356.6913087
1289395602,264.0426587
1289395603,264.261477
1289395604,253.827552
1289395605,270.6321429
1289395606,281.9589286
1289395607,277.938553
1289395608,280.030969
1289395609,330.7252747
1289395610,298.7982018
1289395612,341.9015025
1289395613,264.4793103
1289395614,297.9260739
1289395615,334.2607393
1289395616,339.3946054
1289395617,279.5327381
1289395618,431.8561439
1289395619,347.031968
1289395620,396.6140873
1289395621,304.3262136
1289395622,357.5762376
1289395623,275.2037962
1289395624,228.9851338
1289395625,229.2673267
1289395626,280.4257426
1289395627,263.9679548
1289395628,261.6689792
1289395629,238.9386746
1289395630,228.8181818
1289395631,275.5
1289395632,233.3256743
1289395633,295.2712871
1289395634,260.9080919
1289395635,308.9813995
1289395636,255.1938675
1289395637,400.4235764
1289395638,345.6051081
1289395639,342.6493506
1289395640,411.5314685
1289395641,333.2400794
1289395642,327.5118812
1289395643,294.8511489
1289395644,276.5534838
1289395645,211.4356436
1289395646,262.719802
1289395647,329.1326733
1289395648,132.6861386
1289395649,181.4970297
1289395650,118.4764706
1289395651,162.5346535
1289395652,127.3188119
1289395653,84.85980392
1289395654,117.7210682
1289395655,163.8891089
1289395656,241.049505
1289395657,229.8791209
1289395658,314.3256743
1289395659,250.5327381
1289395660,281.7267327
1289395661,230.7682318
1289395662,275.2269574
1289395663,241.0474777
1289395664,259.0689311
1289395665,332.1704658
1289395666,269.3758655
1289395667,227.0277502
1289395668,287.0117647
1289395669,249.4575425
1289395670,290.2200198
1289395671,382.9785047
1289395672,439.3280632
1289395674,254.6897919
1289395675,291.8352941
1289395676,266.8277228
1289395677,224.7777778
1289395678,216.9615385
1289395679,283.0811881
1289395680,242.5009901
1289395681,243.2190287
1289395682,221.1968348
1289395683,218.2957043
1289395684,322.6798811
1289395685,251.6
1289395686,290.8023952
1289395687,219.5585317
1289395688,163.8891089
1289395689,269.7745283
1289395690,256.9270729
1289395691,211.082243
1289395692,223.7066402
1289395693,235.0609391
1289395694,254.4825175
1289395695,277.4265734
1289395696,214.4285714
1289395697,191.9784525
1289395698,193.8790882
1289395699,177.4336634
1289395700,121.3428012
1289395701,153.0534653
1289395702,143.085044
1289395703,127.1161867
